Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
114934.0,1.99593842815516,0.0415056489610134,-1.62661659790165,0.359730179437713,0.328712218850392,-0.67050657609943,0.0704086150857639,-0.0779269365252451,0.290941743394003,-0.20129939711328,1.21877715410526,0.648732164698494,-0.518988387040041,-0.540806234413685,-0.456127406362379,0.481696093179285,0.317924106432097,0.186373157630978,0.271213469439773,-0.157064222464572,-0.298885506934684,-0.842195004966541,0.34580962458952,0.657588190298544,-0.333354776626403,0.142894318628357,-0.0715425259592039,-0.0376944789696849,13.48,0
56197.0,0.945842228302186,-0.400032529192729,-0.554716991233426,1.77809007728577,1.83254660804149,4.43927657915389,-0.716449831124266,1.06858563871961,0.0116575780099575,0.428786689559755,-0.997940691199117,0.115067555644678,-0.224861452581315,-0.29921793350687,-1.1928961182181,0.317419001188464,-0.486874482944027,-0.097166943746365,-0.142326366049582,0.189343312224356,-0.111339145561019,-0.472340308001457,-0.201954759460673,1.02545582182093,0.688153726684695,0.0638916215060362,0.006502459440597,0.0389226728076696,127.78,0
169046.0,1.73553856177321,-0.483406119502046,-0.845973396303933,1.40266508345932,0.185065452451757,0.613134914802488,-0.0528735526674534,0.0178132898412816,0.987641177335518,-0.12501879125237,-1.66721765734043,1.22142147305213,1.33884009560868,-0.56529597396657,-1.20933471155851,-0.299887485128542,-0.347856634293668,-0.851109760323104,0.367141218831129,0.105617255266629,-0.476198984100063,-1.32659881616428,0.262617572222501,-0.0167402963282124,-0.221760042842059,-1.11103736857208,0.0365866149169005,-0.0052622031384587,137.48,0
62068.0,1.25375507269197,-0.657126556316883,0.41174716131316,-1.46809021958526,-0.877031415268715,-0.330262147921396,-0.597604938540226,-0.0112421526594508,1.95544169140021,-1.19569847143566,-1.23046037906044,0.540414657125253,0.437107071377348,-0.308551831869793,1.39166519057066,-0.102209525510801,-0.452950944752665,0.370941471278188,1.10704547248764,0.0546459593895552,-0.0555494331558049,-0.0031198150833277,-0.182190676283842,-0.550678218507957,0.489173160270002,0.0293403319729706,0.0374185610046711,0.0242020917654093,48.4,0
146985.0,0.242337080841518,0.805488478729527,-0.118980775195657,0.734465322875205,1.33093216219187,-1.08460035779342,1.47689791069755,-0.574760508033417,-0.408174924978161,-0.0172393764401184,-0.996392528003569,0.151130435768157,0.118940832281523,0.16895508059776,-0.751347104392465,-1.02081259276892,-0.208709845759048,-0.539321114202933,0.0481583993446873,-0.0828093816421093,0.126924824505279,0.720698470230448,-0.202296809158144,0.0056749106827466,-0.187670685525686,-0.574096445605711,-0.0318128301739179,-0.121123223494243,1.0,0
58288.0,-0.733307445004685,0.85933055992183,1.34168152142504,0.58328037657307,0.213523496978762,-0.618156085105631,0.752033849070132,-0.105508422108649,-0.413644988164716,-0.225334587539976,-0.050279326949384,-0.0420127331642222,-0.352384850809128,0.289612533971058,0.99295446613009,-0.428388546315731,-0.0235457578468383,-0.526327935830638,-0.691544262945021,-0.204150473308565,0.165574406618661,0.454193344360574,-0.0382380778513695,0.397367956927954,0.137897976886725,-0.37934647594562,-0.2172646851831,0.0660007706561967,20.35,0
139038.0,-1.62282447875431,1.10305206049218,-0.566646191375845,-0.907008621188862,0.327052432409168,-1.34757707122593,0.677321864570098,0.373120887531136,0.123430756247638,-0.520972606440873,-1.34043095020847,-0.0684305636197393,-0.742490264712379,0.772877625616205,-0.209411308060971,-0.348137025883371,-0.0492528699133077,-0.483596229688486,0.0775617162765915,-0.157121570474875,-0.115630153975409,-0.175540498063329,-0.14646337256193,-0.170154592899757,-0.069068188448027,-0.136564774685552,-0.0402373105871673,-0.11067910979672,29.0,0
82059.0,1.00647451165614,-0.66195792878654,0.876195856178498,-0.924023764747496,-0.396746994584364,1.65313059855451,-1.06984425239533,0.75659110891134,1.6801190056599,-1.11472450714421,2.04776526265728,1.78362902923101,-0.422478654697996,0.0654213700140604,1.22315984952299,-1.6519306645202,0.960994102475132,-1.36061625235441,-0.594390625122135,-0.27083544389289,0.114480399417701,0.746366033573883,0.0788599690816483,-1.0054502241539,0.164878929038487,-0.522316770765196,0.161586356941032,0.0087335301422682,0.76,0
162570.0,-1.01026385543728,0.127047122465667,1.26418256059617,0.650478075100245,1.15643251990086,0.736663873711533,0.314216351484146,0.319566282153002,-0.519539754376154,-0.311943257047938,-0.622281517878343,-0.308451998707089,-0.565548427248,0.34320325656702,0.222176289277352,0.238119478048075,-0.809929212729915,1.24494612308629,1.37385325614665,0.343271265534415,0.0999261200138503,0.0360904581237524,-0.321911085616604,-1.48692435327916,0.760112994140414,-0.297953598138902,0.0492167843389439,0.0670215413185492,79.0,0
55222.0,-1.26795842114101,0.38421361266262,2.01017976513124,-0.631578550075882,0.235198024560734,-1.11755850460424,0.262145749210525,-0.210899788537534,-0.315636591261014,-0.515624078684995,-0.162875317690897,0.448930047353085,1.13182080985127,-0.248725902210049,1.0518341621537,0.215977736727249,-0.376224202789186,-0.395563902023526,0.312238443875742,-0.049668806759031,-0.0790802442027317,-0.224470486890243,-0.301925748665879,0.476169497626833,0.0276582103529928,0.914228351059787,-0.235261529348884,0.102185316832834,17.82,0
